word,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim
intrusions,0.778453528881073,0.7418453097343445,0.7822781801223755,0.7731640338897705,0.7460629940032959,0.7580187916755676,0.7517552375793457,0.7516277432441711,0.7799079418182373,0.758827269077301,0.7634735703468323,0.7613390684127808,0.7650510668754578,0.750325083732605,0.766591489315033,0.7829371690750122,0.7471081018447876,0.762925386428833,0.7456988096237183,0.7532433271408081,0.754589319229126,0.7497038841247559,0.7544430494308472,0.770154595375061,0.7565336227416992,0.7330642938613892,0.7694461345672607,0.7458270788192749,0.7608587741851807,0.7517191171646118,0.7492626905441284,0.7512394189834595,0.7646570801734924,0.7590157389640808,0.7519683837890625,0.7481511831283569,0.7554378509521484,0.7633104920387268,0.7410323619842529,0.7434446215629578,0.7720956802368164,0.7497910261154175,0.7555672526359558,0.7521042227745056,0.7638951539993286,0.7535560131072998,0.7548507452011108,0.7677901387214661,0.7619985342025757,0.7703813314437866,0.7502490878105164
intrusion,0.7541861534118652,0.7482152581214905,0.7652773857116699,0.7513659000396729,0.7430521249771118,0.7663781642913818,0.7492002844810486,0.7573995590209961,0.7532705664634705,0.7454912662506104,0.7383033037185669,0.745215654373169,0.752372682094574,0.7279666066169739,0.744236409664154,0.7578937411308289,0.7595705986022949,0.7496563792228699,0.7409465312957764,0.7518622875213623,0.7419670820236206,0.7537819147109985,0.7492771148681641,0.7422489523887634,0.7616680860519409,0.746306836605072,0.754759669303894,0.7522841691970825,0.7374017238616943,0.753226637840271,0.7550353407859802,0.7479721903800964,0.7640998363494873,0.7573038339614868,0.7291789054870605,0.7313250303268433,0.7436701059341431,0.7356594800949097,0.7478008270263672,0.7477678060531616,0.7585743069648743,0.7417522072792053,0.7500853538513184,0.7665790319442749,0.7540585398674011,0.7562580704689026,0.7512699365615845,0.7569555640220642,0.7371127009391785,0.7462929487228394,0.7517061233520508
fourthamendment,0.696357250213623,0.6700434684753418,0.7006666660308838,0.6664801836013794,0.6951030492782593,0.6703845262527466,0.6908053159713745,0.6791250109672546,0.6792401075363159,0.6854506731033325,0.6733697056770325,0.6883540749549866,0.6849817037582397,0.6696548461914062,0.6808723211288452,0.6893287897109985,0.6855670213699341,0.6747246384620667,0.6702725291252136,0.680288553237915,0.6662696003913879,0.6921506524085999,0.6777592897415161,0.66892409324646,0.6863871812820435,0.6757119297981262,0.6931295394897461,0.6824277639389038,0.6762148141860962,0.6806708574295044,0.6687780618667603,0.6809929609298706,0.6747531890869141,0.6754359602928162,0.6838610768318176,0.6764317750930786,0.6815184950828552,0.6845841407775879,0.680253803730011,0.6860008239746094,0.6710739135742188,0.6861165761947632,0.6726349592208862,0.6811732649803162,0.6844358444213867,0.67472904920578,0.6771973371505737,0.6931414604187012,0.6843148469924927,0.6820974946022034,0.6836183667182922
expectation,0.6575192213058472,0.6366780996322632,0.651936411857605,0.6311454772949219,0.6689140796661377,0.6474285125732422,0.6644195914268494,0.6531480550765991,0.6580402851104736,0.6604510545730591,0.6586214900016785,0.6536529064178467,0.6506192684173584,0.6432157158851624,0.6521510481834412,0.6707965135574341,0.6635326743125916,0.6597580909729004,0.6499532461166382,0.6561685800552368,0.6650127172470093,0.6478731632232666,0.6483209133148193,0.6554983854293823,0.6571124196052551,0.6477257013320923,0.6524069309234619,0.6343327760696411,0.641257643699646,0.6428465843200684,0.6481066942214966,0.6428161263465881,0.6589325666427612,0.6563966274261475,0.6663893461227417,0.6509630680084229,0.6465625762939453,0.6569929718971252,0.6459144353866577,0.6514548659324646,0.6512194871902466,0.651224672794342,0.6585490703582764,0.6715505123138428,0.6516677141189575,0.6573948860168457,0.6548758745193481,0.6479417085647583,0.675818920135498,0.6563827991485596,0.6642269492149353
searches,0.6545114517211914,0.6501998901367188,0.6398264169692993,0.6274212002754211,0.6409095525741577,0.6383518576622009,0.6321500539779663,0.6586747169494629,0.6307427883148193,0.6419373154640198,0.6549743413925171,0.6556614637374878,0.6435122489929199,0.6200145483016968,0.6460872888565063,0.637317419052124,0.6309690475463867,0.6354101896286011,0.6180477738380432,0.6315840482711792,0.6333622932434082,0.6495181918144226,0.6368025541305542,0.6484243869781494,0.6547192931175232,0.6346656084060669,0.6418889760971069,0.6514021158218384,0.6400256156921387,0.6427116394042969,0.6236678957939148,0.6331589221954346,0.6452733278274536,0.6360884308815002,0.6484234929084778,0.6530474424362183,0.6426246166229248,0.6265041828155518,0.6357808113098145,0.6367846727371216,0.6443765163421631,0.6466948986053467,0.6445680856704712,0.6415591835975647,0.6379590630531311,0.6483829021453857,0.6282411813735962,0.6381394267082214,0.6340816020965576,0.6552624702453613,0.6467067003250122
curtilage,0.6377969980239868,0.6107063889503479,0.6328027248382568,0.6129369139671326,0.6162749528884888,0.5850324630737305,0.6264888048171997,0.6096811294555664,0.6290550231933594,0.6225810050964355,0.599162757396698,0.6089714765548706,0.6244207620620728,0.6025522947311401,0.624133825302124,0.6014447212219238,0.6006913185119629,0.6132281422615051,0.6209330558776855,0.6223932504653931,0.5949687957763672,0.6258889436721802,0.6508193016052246,0.6007210612297058,0.6159843802452087,0.6228271722793579,0.6280653476715088,0.5970522165298462,0.6130163073539734,0.6023682355880737,0.6238657236099243,0.6309894323348999,0.6008682250976562,0.6313549280166626,0.6210387945175171,0.6154567003250122,0.624670684337616,0.5996377468109131,0.6058834195137024,0.5998431444168091,0.6370806694030762,0.6297839879989624,0.585581362247467,0.5893598794937134,0.6141015291213989,0.5978676080703735,0.6149502992630005,0.6116119623184204,0.6203330755233765,0.6155163049697876,0.6071733236312866
katzvunited,0.6335813999176025,0.6039342284202576,0.6443144679069519,0.5956012606620789,0.6419574022293091,0.6368299126625061,0.6106337308883667,0.61407071352005,0.6038873791694641,0.6334848403930664,0.6337862014770508,0.5959169864654541,0.6176673769950867,0.6286124587059021,0.6269822120666504,0.6337718963623047,0.60844486951828,0.6230549812316895,0.6070045232772827,0.6198468804359436,0.5974314212799072,0.6266855001449585,0.6454454660415649,0.6356778144836426,0.6222442388534546,0.6256839036941528,0.6060158014297485,0.6479629874229431,0.6178303360939026,0.6119450330734253,0.6245269179344177,0.6023163199424744,0.6212601661682129,0.650524914264679,0.6044787168502808,0.6228076815605164,0.6400080919265747,0.6057960987091064,0.6266611218452454,0.6223864555358887,0.6436398029327393,0.634146511554718,0.617713212966919,0.6328957080841064,0.6382694244384766,0.619389533996582,0.6034321784973145,0.6426671743392944,0.6184966564178467,0.602492094039917,0.6230707168579102
search,0.6299523711204529,0.6083219051361084,0.6114063262939453,0.6072623133659363,0.6187961101531982,0.5981850624084473,0.6061052680015564,0.6137679815292358,0.5965520739555359,0.6170459389686584,0.6106984615325928,0.6183518171310425,0.6127856969833374,0.6028426289558411,0.6062772274017334,0.6100879311561584,0.6018863916397095,0.6152820587158203,0.5985463261604309,0.6022583246231079,0.6025336980819702,0.6234180331230164,0.6050115823745728,0.612856388092041,0.6169248223304749,0.6103294491767883,0.6125426888465881,0.6089546084403992,0.6038639545440674,0.603672444820404,0.5928281545639038,0.6162890195846558,0.6074098348617554,0.6135634183883667,0.6337012052536011,0.6070108413696289,0.6161502599716187,0.6067513227462769,0.6109604835510254,0.6086611747741699,0.6043210029602051,0.6180232167243958,0.6070254445075989,0.6237964630126953,0.6096394658088684,0.6166704297065735,0.5943343043327332,0.6176942586898804,0.6087371110916138,0.6131348609924316,0.6102606058120728
expectations,0.6257408857345581,0.6079204082489014,0.6226377487182617,0.5882248878479004,0.6398906707763672,0.6154156923294067,0.6150625944137573,0.6182052493095398,0.6144552826881409,0.5951105952262878,0.6243367195129395,0.6178840398788452,0.6031096577644348,0.5983487367630005,0.5983631610870361,0.616869330406189,0.6182953119277954,0.6196061372756958,0.6076507568359375,0.6175024509429932,0.62811279296875,0.6107850670814514,0.6136673092842102,0.6322199106216431,0.6177306175231934,0.6279110908508301,0.6156080961227417,0.6209205985069275,0.5915746688842773,0.6154738664627075,0.597070574760437,0.5983109474182129,0.6155350804328918,0.6316059827804565,0.6160374879837036,0.6117174029350281,0.6228147745132446,0.6051537990570068,0.5967708826065063,0.6219905018806458,0.5942176580429077,0.617768406867981,0.6158773899078369,0.6191105842590332,0.6237215995788574,0.5964658260345459,0.6190342903137207,,0.6180022358894348,0.629135012626648,0.6181572675704956
invasions,0.6196633577346802,0.6339676380157471,0.6389729976654053,0.6364269256591797,0.5950250029563904,0.6161144375801086,0.6125182509422302,0.6182935237884521,0.6077396869659424,0.6177961826324463,0.6391137838363647,0.6270735263824463,0.6170846819877625,0.6139720678329468,0.6224523782730103,0.6298751831054688,0.6062053442001343,0.6162428259849548,0.6034628748893738,0.6207946538925171,0.5981295108795166,0.6295959949493408,0.6201103925704956,0.6180636286735535,0.6080586910247803,0.6154407262802124,0.6342242956161499,0.6113888621330261,0.6291475296020508,0.599258303642273,0.6335161328315735,0.6135913729667664,0.6061869263648987,0.6014553308486938,0.6263741254806519,0.6232199668884277,0.6370373964309692,0.6091870069503784,0.5978193879127502,0.6400879621505737,0.5984134078025818,0.6109328269958496,0.5901379585266113,0.6198630332946777,0.5984916687011719,0.6140109300613403,0.5998260974884033,0.6074327230453491,0.6298168897628784,0.6143741607666016,0.6088671088218689
