word,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim_x,cosine_sim_y,cosine_sim
expectation,0.7765070521174583,0.7877973742349816,0.7750885744171482,0.7714291836664142,0.7930376746187447,0.782254383294435,0.7828015219307919,0.7783093485953891,0.7830221573949137,0.7717169745377955,0.7806898697097403,0.7851124846706692,0.7685280105193886,0.7684834255610234,0.7710967333994617,0.7957180293593399,0.769390916992237,0.772106819641617,0.7769626522574266,0.7833114746160715,0.788331914893591,0.7749956690073222,0.7751191184706656,0.7855355610617059,0.7841912043571403,0.762057212764644,0.7855413483050845,0.78704562099682,0.7705141904042582,0.7668595413514918,0.7871099347433342,0.7737099902202306,0.7703128717409748,0.7714029453489674,0.7788997065024095,0.7881425998067839,0.7818844128503345,0.7654849910013086,0.7804732899050343,0.7841665640571588,0.7700453359075451,0.7791278717292586,0.7809324524967549,0.770664994574845,0.7870223803610835,0.7839790497499981,0.7852391702009218,0.7834529671128537,0.7652272519722929,0.7849735050976568,0.7850783402148338
intrusion,0.755239505576661,0.7156463139260328,0.7351553243511667,0.7342277762500916,0.7234682372168095,0.7213945669848559,0.7170564250099923,0.7356806008054236,0.7012681723360675,0.7240894881211232,0.7150478142571464,0.7281558783399968,0.7190447240136866,0.7236697505842905,0.726912091510176,0.7314604188481658,0.7296498206133387,0.7345697066473265,0.7236380052011201,0.7278381537554445,0.7367769011659392,0.7274577555833175,0.725819736212296,0.7313352001167717,0.731189018334259,0.7283221800676855,0.7282460676467805,0.7251878223830804,0.745565087304551,0.7197580647562152,0.7153733510377509,0.7279012520319622,0.7333644637655882,0.7320960692457446,0.7445900108664449,0.73948101192273,0.7304541928722389,0.7291737404800147,0.7398018159606038,0.7061125112288757,0.7206189104545918,0.7309376641439386,0.7482574904237845,0.7256589446703928,0.7212505303940767,0.7383337154818371,0.7401358684921719,0.7221802238765421,0.738099789947561,0.7128562464084056,0.7234262597984262
intrusions,0.7412785785951367,0.7055016381031327,0.7292583984184757,0.7228068595636179,0.7237267681477497,0.736454413901389,0.7238802319881197,0.7181799519274603,0.7146374836960321,0.7288889244409523,0.7169377269022608,0.7203151444724037,0.7040338592993972,0.7162196571694315,0.7247323205873034,0.7122874198269316,0.7099969854463851,0.7277445557795827,0.7209586735341179,0.7271224984907514,0.7191831448025102,0.7276727226852289,0.7247489795878269,0.7214682895025519,0.7100062784610975,0.715809453246941,0.7355279278548954,0.7119383535091767,0.7147674915614518,0.7297124174951978,0.7093342912250371,0.7246560949218489,0.731057216635957,0.7067682938098736,0.7334100091004904,0.7356484833124692,0.7203011397335185,0.714181958694163,0.7117381330892741,0.7091942801420845,0.7242676236440639,0.7378152425015795,0.7243810974746571,0.7205695151168597,0.7214653757161161,0.7169671765135248,0.7194921623124673,0.7284116035815125,0.7207529854269072,0.7248148211176687,0.712061534555936
invasion,0.7287003086753089,0.7116332490890943,0.7175898909585237,0.7061693541615468,0.7031482642768956,0.7285600112301004,0.7137828205849128,0.7118807315632689,0.712320834820929,0.6936120950443008,0.7009812418949123,0.7180733095657166,0.7218189326674659,0.6999494809623219,0.7099608076028946,0.7213228074487118,0.7166632382553197,0.7150757032679228,0.7148481994051249,0.7132833417731054,0.7261496020060552,0.700534227567849,0.7100416792188838,0.706013566084663,0.7131706004655791,0.7026013667923066,0.7138689491023842,0.715753553448421,0.7114090020733707,0.7199941519692388,0.7080427923879894,0.7280297002202356,0.712658954132072,0.7161589557131499,0.7063518431633663,0.6845415251974974,0.7128291683331817,0.7004462407751391,0.7246309774319813,0.7114074132650968,0.7245335462730788,0.7305118684140737,0.7091394030309418,0.7097491392176961,0.7175373394155234,0.7210061887878819,0.7220610517295522,0.7161339658799408,0.6884520064856247,0.7158235161472508,0.7099295194564617
expectations,0.7195194564379178,0.7141400028326021,0.7033372467571676,0.7038577220167138,0.7297924586514585,0.6947319332228223,0.7157365122888518,0.6986571693128389,0.7228685847459195,0.7108591669405784,0.7059025538385687,0.7138291423163864,0.7138561961012972,0.7177869408821127,0.7079493839621822,0.725711164670581,0.7166750268492377,0.7263601420218916,0.6953264062720274,0.7076549563361832,0.7176533377855372,0.7209706873802223,0.7105814611572545,0.7057191584890914,0.7025121661143726,0.7258437232966769,0.723343766751705,0.7093520824082868,0.7099883674607673,0.6973066087034879,0.7095728809731635,0.711588011595682,0.6985524037023577,0.7101341892722999,0.7064458335306562,0.7029896500967696,0.7115258445203451,0.7210003225413728,0.7191044887552145,0.7192557880850005,0.6976371749610749,0.7080762411425973,0.7077811391059791,0.7150368926857605,0.6961921986463021,0.6990304773956599,0.7255710080850406,0.7251698034629698,0.7022795141215659,0.7206649588732613,0.7110968411309195
invasions,0.7007336427432185,0.6826233244091034,0.68637245328756,0.7025103058695962,0.6957506382175889,0.7010512775448886,0.6901747745843787,0.6908513026036842,0.6921507608273278,0.6808375174803045,0.6948749155134325,0.6794377594525043,0.6888779713150024,0.6946123945470736,0.7066452541842563,0.6955081603644734,0.6905496372296998,0.7025513267538287,0.7045664456715426,0.7049345774496251,0.7032777929023524,0.6953097554533807,0.678987922592805,0.6917153911978811,0.6929252358623724,0.6788457752070809,0.7059213226941234,0.6994249457338901,0.6813615685392221,0.6893203331466373,0.7019241800636196,0.6985922009374778,0.703083145241679,0.6895584426596654,0.702967439632564,0.7019442082009567,0.7105862268151261,0.6842808505283636,0.6886707517225003,0.6946944749364431,0.7054495437138992,0.6988889227793482,0.6834681895100079,0.6778134386709376,0.6846427190269505,0.6971568135554994,0.6909922999631553,0.6883167254845786,0.6903534292384843,0.6973523909454894,0.697570964968646
invaded,0.6596515583721431,0.6497473263842203,0.6361690888097636,0.6585162376584395,0.6409000148947623,0.6579753353673353,0.6446175247689246,0.6468387781171333,0.6405482117334594,0.6402989789955353,0.642049665389186,0.6710725511953559,0.6387644000703884,0.6384346466416858,0.6460038540547272,0.6523576512640595,0.6350951836782673,0.6634077129638791,0.6539451034231093,0.6538686865511232,0.6505105352838013,0.6541718087755957,0.6521223998829565,0.6369419332663943,0.6544130055672598,0.6628513754987938,0.6449539444938478,0.6624797837200539,0.6420352854095176,0.6504080310259288,0.648949302033333,0.6518192451859111,0.6547194438701227,0.6631965369033795,0.6661331884340177,0.6391283671043544,0.656243718478233,0.6539879638616001,0.6544411793317244,0.6457672004682649,0.6551624286347857,0.6518776631245468,0.6343222409618557,0.6319535567806873,0.6409026995268308,0.6595935457069859,0.641574591701926,0.6445686970979808,0.6463113857781172,0.6517057195141476,0.6468710809664807
protects,0.6258703968554943,0.6008906993295338,0.6178662389287133,0.6186222579146453,0.6187217704860802,0.6164163899208428,0.6177794564086752,0.6277778970196753,0.6202350560483662,0.6075617660035645,0.6189999262532979,0.610623646135789,0.6391396957855087,0.6168073693439903,0.630910628535757,0.6225343869652913,0.614454086894572,0.6032469977518401,0.6435202584375428,0.6166396442555205,0.6159821915929754,0.606721533170375,0.6316868453929713,0.6169437930415506,0.6056821486280999,0.6168453154657058,0.6307298198842171,0.6090543363676394,0.6175013806982805,0.5884305735545453,0.6151390103768036,0.598417778499156,0.6174149780289757,0.6166294211089893,0.6410973784433509,0.6033439962291002,0.6100708165024818,0.6081889917828377,0.6208013575810555,0.6255930040873201,0.605032964692347,0.6216060605891528,0.6466487199488368,0.6190941591473443,0.6251402999562953,0.6108586488375146,0.6264450059201504,0.638421981475256,0.6149838240357371,0.5990785130190112,0.616463080921881
fourthamendment,0.6204085641665076,0.5989072609807597,0.5980929085523364,0.6033060932378376,0.6094550077162784,0.5914773683950278,0.6008990682144446,0.5890296459543737,0.5909637521594345,0.5952454764369448,0.5948297475109285,0.6023319075419533,0.5994110295679845,0.5961737293555227,0.6129497181484963,0.5955444106563972,0.5791222828276712,0.5785745534553288,0.5998729197360757,0.5914244416501128,0.5778004789244158,0.5812335023021864,0.6103916676543452,0.5974421324845874,0.5861880468216142,0.5793788627599976,0.6036411843156115,0.6036498133412058,0.5820240742102997,0.6071638598143411,0.6073781070024433,0.5855333254930156,0.5803996437784428,0.5856588740699812,0.6004152403728273,0.5969644042072756,0.5949341705350127,0.5775268740354044,0.5830166750635172,0.5890899651278223,0.5758635455631524,0.6158937566793633,0.6294913148654339,0.5874976303684342,0.597622335190127,0.6250885136402292,0.5973365461241728,0.5849846658727936,0.6017856406220597,0.5885033011706207,0.6011808710586155
invade,0.5487485316569584,0.5690931430161631,0.5466569132530876,0.5716716383754479,0.5615775974256827,0.5576728991639719,0.5760124088716615,0.5588831602463776,0.5571125546622789,0.5639380024371138,0.5652746718058975,0.5785039154029303,0.558744134157569,0.5639155334508962,0.5492881639509194,0.5586201693607298,0.5575561847849806,0.5569189659894122,0.564076453214199,0.5563391645671834,0.5706357537551934,0.5790754819976088,0.5596876357335943,0.5576271940779272,0.5639711815397309,0.554669154965128,0.5593465171252108,0.5609126436051735,0.5701583478710557,0.5390283891931034,0.5586626815585706,0.5553770409730311,0.5610696326622082,0.5852328558841539,0.5667667570881091,0.5676113845273854,0.5642094857646563,0.5788351950894041,0.5751199267245737,0.5607997755952514,0.5550382665097169,0.5689224709398603,0.541789710926703,0.5533035586503974,0.5620234704084143,0.5622019218726015,0.5645488725681669,0.5522424050266632,0.5608630211243726,0.5556693629248103,0.5493352475855686
